funding_total_usd,status,country_code,city,funding_rounds,first_funding_at,last_funding_at,founded_year,status_class,main_category,funding_total_category
,operating,USA,Draper,1,2010-09-03,2010-09-03,2012,1,Software,3
85000.0,operating,USA,Madison,2,2014-07-18,2015-12-12,2012,1,Android,0
123961.0,operating,AUT,Vienna,1,2015-04-01,2015-04-01,2014,1,Internet,0
10858541.0,operating,USA,Houston,5,2011-03-11,2014-05-16,2006,1,Biotechnology,1
27520000.0,operating,USA,Los Angeles,3,2010-04-07,2011-08-11,2008,1,Software,1
50000.0,operating,USA,Milwaukee,1,2014-11-25,2014-11-25,2014,1,Analytics,0
,operating,SGP,Singapore,1,2015-03-19,2015-03-19,2012,1,Startups,3
20000.0,operating,USA,Phoenix,1,2011-06-14,2011-06-14,2011,1,E-Commerce,0
3196320.0,operating,FRA,Paris,1,2007-04-01,2007-04-01,2012,1,Mobile,1
,operating,USA,San Francisco,1,2014-07-01,2014-07-01,2012,1,Games,3
413000.0,operating,USA,Boston,2,2014-08-01,2015-07-28,2014,1,Colleges,0
4807850.0,operating,USA,San Francisco,2,2010-05-01,2011-10-15,2010,1,Enterprise Software,1
200000.0,operating,USA,San Francisco,1,2014-10-31,2014-10-31,2012,1,Environmental Innovation,0
16000000.0,operating,USA,Cambridge,1,2010-08-16,2010-08-16,2010,1,Clean Technology,1
8748376.0,operating,USA,Boulder,4,2011-08-01,2014-08-06,2011,1,Advertising,1
4212583.0,operating,BEL,Gent,2,2014-05-22,2015-05-19,2012,1,CRM,1
2000.0,operating,USA,Bluffton,1,2010-07-08,2010-07-08,2009,1,Entertainment,0
750000.0,closed,USA,Mountain View,1,2012-01-25,2012-01-25,2012,0,Colleges,0
250000.0,operating,USA,San Francisco,1,2015-08-12,2015-08-12,2015,1,Travel & Tourism,0
228260.0,operating,POL,Gdynia,1,2013-02-04,2013-02-04,2013,1,Augmented Reality,0
,operating,USA,San Francisco,1,2013-06-09,2013-06-09,2012,1,Entertainment,3
300000.0,operating,UKR,Kiev,1,2013-12-13,2013-12-13,2013,1,Analytics,0
19975.0,operating,ITA,Roncade,1,2013-09-15,2013-09-15,2013,1,3D,0
9542943.0,operating,GBR,Cheadle,1,2014-06-05,2014-06-05,2004,1,Event Management,1
60000.0,operating,USA,Lincoln,2,2014-07-01,2014-09-01,2014,1,Mobile,0
4700370.0,operating,USA,Durham,5,2013-06-10,2015-10-27,2007,1,Billing,1
33909833.0,operating,USA,Santa Clara,9,2010-09-29,2013-06-12,2009,1,Semiconductors,1
1500000.0,operating,USA,Mckinney,1,2009-12-23,2009-12-23,2007,1,Software,1
40000.0,operating,USA,San Francisco,1,2010-12-14,2010-12-14,2010,1,Social Media,0
4500000.0,closed,USA,San Francisco,2,2009-08-01,2010-02-24,2008,0,Curated Web,1
,operating,USA,San Francisco,1,2010-12-09,2010-12-09,2012,1,Software,3
,operating,USA,Cleveland,1,2011-10-20,2011-10-20,2011,1,Entrepreneur,3
980000.0,closed,USA,Boxborough,1,2006-01-03,2006-01-03,2001,0,Enterprise Software,0
135000.0,operating,USA,San Francisco,1,2012-12-20,2012-12-20,2013,1,B2B,0
2750000.0,operating,ISR,Yoqne`am `illit,1,2007-07-13,2007-07-13,1999,1,Semiconductors,1
9000000.0,closed,USA,Plano,1,2006-05-09,2006-05-09,2004,0,Semiconductors,1
2487512.6863147,operating,CHE,Lausanne,2,2015-01-29,2015-11-13,2014,1,Consumer Electronics,1
800000.0,operating,USA,Boston,1,2014-07-19,2014-07-19,2011,1,Sporting Goods,0
,operating,ZAF,Cape Town,1,2013-11-18,2013-11-18,1996,1,Entertainment,3
6510027.0,operating,USA,Mountain View,3,2006-10-31,2011-02-22,2012,1,Semiconductors,1
2250000.0,operating,IRL,Dublin,2,2014-04-01,2014-08-01,2013,1,Location Based Services,1
20000.0,operating,ESP,San Sebastián De Los Reyes,1,2013-01-15,2013-01-15,2012,1,Developer APIs,0
96031968.0,operating,USA,Carmel,9,2006-11-01,2013-01-28,2005,1,Advertising,1
11500000.0,acquired,USA,San Jose,1,2005-02-01,2005-02-01,2004,2,Advertising,1
,operating,IND,Madurai,1,2013-10-17,2013-10-17,2012,1,Internet Marketing,3
500000.0,operating,PER,Lima,1,2015-01-01,2015-01-01,2015,1,Big Data,0
184029.0,operating,KOR,Seoul,1,2013-02-27,2013-02-27,2012,1,Software,0
20900000.0,operating,USA,Waltham,4,2009-07-23,2014-07-23,2008,1,Health Care,1
650000.0,operating,USA,Los Gatos,1,2015-08-25,2015-08-25,2015,1,Software,0
,operating,BRA,Florianópolis,1,2011-12-12,2011-12-12,2011,1,Gamification,3
100000.0,operating,USA,Pompano Beach,1,2000-09-01,2000-09-01,2000,1,Entertainment,0
4600000.0,operating,USA,Cleveland,3,2009-08-07,2011-01-22,2008,1,Health and Wellness,1
15282497.0,operating,USA,San Clemente,3,2010-09-16,2012-07-12,2007,1,Advertising,1
10000000.0,operating,CAN,Toronto,1,2015-10-25,2015-10-25,2012,1,E-Commerce,1
4200000.0,closed,CAN,Kitchener,1,2001-02-16,2001-02-16,2012,0,Services,1
4000000.0,closed,USA,Unionville,2,2008-01-01,2009-03-03,2007,0,Software,1
25000.0,operating,USA,Fort Walton Beach,1,2015-08-17,2015-08-17,2014,1,Software,0
495006.0,operating,GBR,London,1,2015-02-09,2015-02-09,2013,1,Advertising,0
975000.0,operating,PRT,San Francisco,4,2012-04-20,2015-07-27,2012,1,Communities,0
,operating,USA,Omaha,1,2015-04-28,2015-04-28,2009,1,Finance,3
2599984.0,operating,USA,New York,2,2010-05-20,2014-07-07,2009,1,Curated Web,1
,operating,MYS,Kuala Lumpur,1,2015-07-15,2015-07-15,2015,1,Apps,3
3400000.0,acquired,USA,Menlo Park,1,2010-12-01,2010-12-01,2010,2,Enterprise Software,1
12000000.0,ipo,USA,Cranbury,1,2003-06-27,2003-06-27,2012,2,Technology,1
70000.0,operating,ISR,Ra'anana,1,2015-01-04,2015-01-04,2014,1,Financial Services,0
20000000.0,acquired,USA,Miramar Beach,1,2009-12-01,2009-12-01,1980,2,Human Resources,1
,operating,USA,Seagoville,1,2015-03-14,2015-03-14,2012,1,Manufacturing,3
,operating,USA,Columbus,1,2010-06-28,2010-06-28,1998,1,Advice,3
1811764.0,operating,SWE,Kista,1,2011-06-30,2011-06-30,2012,1,Mobile,1
20000000.0,ipo,USA,Fremont,1,2014-04-02,2014-04-02,2007,2,Data Security,1
,operating,USA,San Francisco,1,2010-03-01,2010-03-01,2010,1,Apps,3
1500000.0,operating,USA,San Francisco,1,2013-08-29,2013-08-29,2012,1,Health Care,1
1070000.0,operating,FRA,Malakoff,1,2008-03-05,2008-03-05,1979,1,Hardware + Software,1
1000000.0,operating,USA,Redwood City,1,2015-02-01,2015-02-01,2013,1,Health Care Information Technology,0
200000.0,operating,USA,Washington,1,2011-01-15,2011-01-15,2009,1,Mobile,0
2627533.0,operating,USA,Knoxville,5,2010-08-17,2013-09-01,2012,1,Hardware + Software,1
,operating,USA,Pensacola,1,2014-11-11,2014-11-11,2014,1,Fitness,3
5500000.0,ipo,USA,Golden,1,2013-08-21,2013-08-21,1992,2,Hospitality,1
1200000.0,operating,IND,Noida,1,2015-09-14,2015-09-14,2014,1,Software,1
1151496.0,operating,BEL,Leuven,1,2014-07-17,2014-07-17,2013,1,Software,1
900000.0,operating,USA,San Francisco,1,2012-12-01,2012-12-01,2010,1,Enterprise Software,0
10885000.0,operating,USA,Burlington,4,2005-04-06,2011-01-07,2003,1,Biotechnology,1
27000000.0,operating,DNK,Taastrup,2,2008-12-01,2010-11-19,2003,1,Clean Technology,1
,closed,BRA,Rio De Janeiro,1,2007-08-02,2007-08-02,2000,0,Games,3
54751700.0,ipo,USA,San Diego,4,2009-06-30,2014-10-08,1996,2,Biotechnology,1
90000000.0,operating,USA,Cleveland,1,2003-06-24,2003-06-24,2012,1,Finance,1
18643106.0,operating,JPN,Tokyo,3,2011-04-13,2014-10-03,2010,1,Cloud Computing,1
,operating,GBR,London,2,2012-06-15,2013-02-21,2010,1,Finance,3
16482852.0,operating,USA,Newport News,4,2010-05-21,2015-06-15,1999,1,Health Care,1
75000.0,operating,USA,San Francisco,1,2015-01-01,2015-01-01,2012,1,Brewing,0
1330000.0,operating,USA,Kirkland,3,2013-04-02,2015-05-15,2012,1,Games,1
187500.0,operating,USA,Kissimmee,1,2014-01-01,2014-01-01,2012,1,Biotechnology,0
1100000.0,operating,ARE,Dubai,1,2015-09-01,2015-09-01,2014,1,E-Commerce,1
200000.0,operating,USA,New Canaan,1,2013-03-05,2013-03-05,2010,1,Mobile,0
,operating,USA,San Francisco,1,2014-07-10,2014-07-10,2012,1,Games,3
,closed,USA,San Francisco,1,2013-01-01,2013-01-01,2012,0,Real Estate,3
120000.0,operating,USA,Mountain View,2,2014-12-01,2015-04-14,2012,1,Analytics,0
,operating,FRA,Montpellier,1,2011-09-22,2011-09-22,2012,1,Semiconductors,3
35000.0,operating,USA,San Francisco,1,2015-11-03,2015-11-03,2015,1,Software,0
300000.0,operating,SWE,Stockholm,1,2015-09-01,2015-09-01,2012,1,Software,0
90000000.0,acquired,USA,Houston,1,2000-08-23,2000-08-23,2010,2,Education,1
104300012.0,operating,USA,Redwood City,8,2006-05-17,2014-10-22,2005,1,Enterprise Software,2
1500000.0,operating,ISR,Tel Aviv-yafo,1,2011-01-01,2011-01-01,2011,1,Entertainment,1
50000.0,acquired,USA,Mountain View,1,2010-01-01,2010-01-01,2010,2,Games,0
,operating,USA,Toledo,1,2006-11-06,2006-11-06,2012,1,Semiconductor Manufacturing Equipment,3
1000000.0,operating,SWE,San Francisco,1,2015-07-08,2015-07-08,2012,1,Information Technology,0
,closed,USA,San Francisco,1,2012-01-01,2012-01-01,2011,0,Cars,3
650000.0,ipo,USA,New York,1,2013-12-05,2013-12-05,2012,2,Finance,0
65991.0,operating,BGR,San Francisco,2,2013-05-01,2013-08-01,2010,1,Data Visualization,0
1000000.0,operating,USA,San Francisco,2,2007-03-15,2008-04-01,2006,1,Chat,0
777293.355315682,operating,LVA,Riga,3,2013-11-06,2015-09-03,2012,1,EBooks,0
5684658.0,operating,USA,Bigfork,1,2014-02-28,2014-02-28,2005,1,Health Care,1
410737.0,operating,GBR,Oxton,1,2011-03-19,2011-03-19,2012,1,Nanotechnology,0
,operating,USA,San Francisco,2,2014-09-01,2015-08-18,2012,1,Software,3
55000.0,operating,USA,Chicago,1,2014-07-16,2014-07-16,2014,1,Media,0
,operating,USA,Boynton Beach,1,2012-07-01,2012-07-01,2011,1,Photography,3
400000.0,operating,USA,Boston,1,2014-04-01,2014-04-01,2013,1,Consulting,0
23000.0,operating,USA,Amityville,1,2014-07-11,2014-07-11,2004,1,Entertainment,0
10000000.0,operating,CHN,Guangzhou,1,2007-05-01,2007-05-01,2012,1,E-Commerce,1
1647446.0,operating,CHN,Beijing,1,2014-01-01,2014-01-01,2014,1,Consumer Electronics,1
40000000.0,operating,USA,Denver,1,2014-08-05,2014-08-05,1974,1,Customer Service,1
500000.0,closed,USA,Lake Oswego,1,2011-06-25,2011-06-25,2011,0,E-Commerce,0
150000.0,operating,USA,New York,1,2014-08-18,2014-08-18,2012,1,Recreation,0
,operating,USA,Jacksonville,1,2014-10-26,2014-10-26,1979,1,Finance,3
180600000.0,acquired,USA,Sunnyvale,7,2004-04-22,2012-06-07,2002,2,Communications Hardware,2
20323.0,operating,NLD,The Hague,1,2013-10-13,2013-10-13,2014,1,Algorithms,0
1783990.0,acquired,DEU,Limburg,1,2010-03-16,2010-03-16,2012,2,E-Commerce,1
325000.0,operating,USA,Lexington,1,2014-12-15,2014-12-15,2009,1,Biotechnology,0
,acquired,USA,San Francisco,1,2009-01-01,2009-01-01,2008,2,Messaging,3
2900000.0,operating,USA,Boston,2,2013-10-30,2014-07-31,2012,1,Advertising,1
,operating,CHN,Pingdu,2,2010-10-01,2011-02-01,2002,1,Manufacturing,3
1500000.0,operating,USA,San Francisco,1,2010-01-01,2010-01-01,2012,1,Photography,1
45000.0,operating,USA,Chicago,1,2009-08-11,2009-08-11,2012,1,Software,0
35000.0,operating,USA,Orefield,1,2010-02-04,2010-02-04,2012,1,Semiconductors,0
,ipo,DEU,Muenchen,1,2000-01-01,2000-01-01,1999,2,Pets,3
105000.0,operating,USA,Dublin,1,2009-08-03,2009-08-03,2012,1,Semiconductors,0
3000000.0,operating,RUS,Saint Petersburg,1,2015-03-10,2015-03-10,2013,1,3D Technology,1
15000.0,operating,CAN,Thunder Bay,1,2014-01-01,2014-01-01,2014,1,Retail,0
5100000.0,operating,ISR,Tel Aviv,3,2010-04-01,2013-10-17,2009,1,Computers,1
,operating,SGP,Singapore,1,2015-02-23,2015-02-23,2015,1,Consumer Goods,3
,closed,USA,San Francisco,1,2015-03-24,2015-03-24,2012,0,Software,3
16335.0,operating,USA,New York,1,2014-11-05,2014-11-05,2011,1,Baby Safety,0
5658647.0,operating,FRA,Paris,1,2015-06-18,2015-06-18,2001,1,Human Resources,1
,operating,USA,Miami,1,2014-03-20,2014-03-20,2012,1,Media,3
1500000.0,operating,ISR,Kfar Saba,1,2003-03-05,2003-03-05,2012,1,Technology,1
200000.0,operating,USA,Boise,1,2015-04-22,2015-04-22,2011,1,Pharmaceuticals,0
1364640.0,operating,USA,Keswick,3,2014-03-29,2014-06-04,2012,1,Biotechnology,1
3123210.0,operating,GBR,Huddersfield,1,2015-07-17,2015-07-17,2012,1,Energy,1
20400000.0,operating,IND,Chennai,2,2006-08-02,2008-02-06,1997,1,Classifieds,1
2000006.0,operating,USA,Cupertino,1,2010-04-22,2010-04-22,2006,1,Software,1
10402868.417585,acquired,DEU,Stuttgart,1,1999-11-08,1999-11-08,1994,2,Computers,1
,operating,USA,Rye,1,2014-01-01,2014-01-01,2012,1,Computers,3
1000.0,operating,KOR,Seoul,1,2011-11-03,2011-11-03,2011,1,Ediscovery,0
73360292.0,operating,GBR,San Francisco,2,2012-07-09,2015-05-19,2010,1,Therapeutics,1
3400000.0,operating,USA,Waltham,1,2011-02-23,2011-02-23,2012,1,Biotechnology,1
3900000.0,operating,USA,Palo Alto,3,2007-01-01,2009-09-03,2007,1,Curated Web,1
,operating,USA,San Francisco,2,2013-12-20,2015-07-15,2012,1,Curated Web,3
,operating,USA,Philadelphia,2,2014-07-01,2014-10-12,2013,1,Construction,3
,operating,USA,Bellevue,1,2014-05-01,2014-05-01,2012,1,Software,3
,closed,KOR,Seoul,1,2015-07-01,2015-07-01,2015,0,Software,3
225000.0,operating,ESP,Valencia,2,2013-01-10,2014-01-01,2012,1,Location Based Services,0
10780.0,operating,GBR,Southampton,1,2014-08-29,2014-08-29,2014,1,Computers,0
254680.0,operating,JPN,Harajuku,1,2014-12-17,2014-12-17,2012,1,Mobile,0
,closed,USA,San Francisco,1,2015-04-10,2015-04-10,2012,0,Software,3
4500000.0,operating,USA,Wooster,2,2010-06-24,2013-11-24,2008,1,Clean Technology,1
55625000.0,operating,USA,Sunnyvale,5,2009-07-31,2014-08-20,2009,1,Analytics,1
,operating,USA,Palm Desert,1,2011-10-21,2011-10-21,2011,1,Real Estate,3
2000000.0,operating,AUS,Peregian Beach,1,2012-11-20,2012-11-20,2001,1,Cloud Computing,1
4610000.0,operating,FRA,Malakoff,2,2007-12-01,2010-07-12,2001,1,Mobile,1
,operating,TUR,Istanbul,1,2012-02-21,2012-02-21,2010,1,E-Commerce,3
,operating,SWE,Mölndal,1,2008-12-01,2008-12-01,2000,1,Chemicals,3
5999997.0,acquired,USA,Fremont,2,2005-11-17,2009-12-03,1999,2,Games,1
3488033.0,operating,USA,Palo Alto,2,2013-06-28,2014-08-01,2012,1,Analytics,1
206000.0,operating,CHL,Santiago,4,2014-11-13,2015-09-16,2014,1,Apps,0
135172.0,operating,ESP,Barcelona,1,2013-10-01,2013-10-01,2012,1,Education,0
350000.0,operating,USA,Tucson,2,2009-09-02,2010-07-01,2007,1,Biotechnology,0
,operating,NOR,Måløy,1,2010-12-28,2010-12-28,2012,1,Clean Technology,3
604000.0,operating,USA,San Francisco,2,2013-06-08,2014-07-16,2012,1,Biotechnology,0
22630691.0,operating,AUS,Melbourne,3,2005-05-30,2013-10-31,2002,1,Biotechnology,1
1597878.0,operating,CHN,San Francisco,2,2012-06-01,2013-07-01,2012,1,Mobile,1
13637262.0,operating,GBR,London,1,2013-08-05,2013-08-05,1980,1,Travel,1
,closed,USA,San Francisco,1,1993-02-24,1993-02-24,1992,0,Software,3
4000000.0,operating,USA,White Plains,1,2001-03-28,2001-03-28,2012,1,E-Commerce,1
2000000.0,operating,USA,Olathe,1,2015-02-23,2015-02-23,2011,1,Medical Devices,1
17151400.0,operating,USA,Littleton,2,2009-10-26,2012-12-31,2012,1,Energy,1
,operating,USA,Detroit,1,2012-08-23,2012-08-23,2008,1,Software,3
,operating,USA,Denver,1,2014-02-24,2014-02-24,1999,1,Software,3
1000000.0,operating,CAN,Montréal,1,2013-04-01,2013-04-01,2013,1,Mobile,0
,operating,USA,San Francisco,1,2012-05-01,2012-05-01,2012,1,Software,3
1000000.0,operating,USA,Mountain View,1,2015-01-27,2015-01-27,2014,1,Billing,0
40118148.0,operating,USA,Skokie,5,2009-11-24,2014-08-29,2005,1,Semiconductors,1
7000000.0,operating,USA,New York,2,2007-06-01,2009-05-11,2012,1,Analytics,1
26275434.0,operating,USA,Washington,6,2010-03-11,2015-03-05,2009,1,Mobile,1
1100000.0,operating,USA,Chicago,1,2010-11-03,2010-11-03,2010,1,Analytics,1
35000000.0,operating,GBR,London,1,2008-07-23,2008-07-23,2000,1,Ediscovery,1
,operating,SWE,Lund,1,2015-08-28,2015-08-28,2015,1,Telecommunications,3
60532.0,operating,IND,Mumbai,1,2013-12-09,2013-12-09,2012,1,Education,0
9800000.0,operating,USA,Seattle,2,2007-08-29,2008-03-01,2003,1,Consumer Internet,1
12000000.0,operating,USA,Boston,2,2011-09-26,2015-05-28,2011,1,Health and Wellness,1
6000000.0,operating,USA,Bethesda,1,2008-12-18,2008-12-18,2000,1,Software,1
33932.0454236981,operating,USA,San Francisco,1,2015-09-15,2015-09-15,2015,1,Software,0
,acquired,USA,Sunnyvale,1,2005-03-08,2005-03-08,2012,2,3D Technology,3
4238332.0,operating,USA,Los Angeles,3,2011-06-09,2012-06-05,2011,1,Games,1
44500000.0,acquired,USA,Folsom,6,2006-05-30,2013-07-11,2006,2,Clean Technology,1
230641.0,operating,USA,San Francisco,1,2014-07-10,2014-07-10,2013,1,Beauty,0
40999990.0,operating,USA,San Francisco,3,2012-07-09,2015-07-23,2006,1,Advertising,1
80607656.0,operating,USA,Hayward,3,2011-12-05,2015-05-07,2006,1,Biotechnology,1
7500000.0,operating,USA,Palo Alto,2,2006-03-01,2007-06-01,2005,1,Games,1
150000000.0,ipo,USA,Santa Barbara,2,2007-04-18,2012-03-28,2007,2,Health Care,2
10000006.0,acquired,USA,San Jose,1,2009-12-01,2009-12-01,2012,2,Health and Wellness,1
5100000.0,operating,IND,Bangalore,3,2010-11-29,2014-12-16,2010,1,Clean Energy,1
500000.0,acquired,USA,Reston,1,2015-01-22,2015-01-22,1997,2,Mobile,0
31670000.0,closed,USA,Wilmington,2,2007-03-26,2009-08-04,2005,0,Clean Technology,1
200000.0,operating,IND,Delhi,1,2015-05-05,2015-05-05,2014,1,Art,0
23300000.0,operating,ISR,Jerusalem,4,2012-12-19,2015-09-09,2012,1,B2B,1
48268413.0,operating,GBR,London,1,2011-02-04,2011-02-04,2002,1,Diabetes,1
2660000.0,operating,DNK,Copenhagen,2,2014-01-22,2015-02-05,2013,1,Hardware,1
21750000.0,operating,USA,Redwood City,2,2012-10-29,2014-01-27,2011,1,Analytics,1
3000000.0,closed,USA,Nashville,1,2007-08-07,2007-08-07,2012,0,Software,1
150000.0,operating,USA,Stamford,1,2014-03-17,2014-03-17,2012,1,Personal Finance,0
600000.0,operating,USA,Ann Arbor,1,2014-05-22,2014-05-22,2011,1,Energy,0
,operating,USA,Katy,1,2014-11-23,2014-11-23,2014,1,Music Education,3
750000.0,operating,SGP,Singapore,1,2014-02-01,2014-02-01,2012,1,Entertainment,0
211000.0,operating,SAU,Jeddah,1,2015-01-20,2015-01-20,2013,1,Marketplaces,0
9800000.0,operating,USA,San Francisco,3,2013-08-20,2015-04-24,2013,1,Advertising,1
5260000.0,acquired,FRA,Paris,2,2006-01-16,2007-05-29,2000,2,Software,1
1700000.0,operating,TUR,Çan,1,2009-05-04,2009-05-04,2012,1,Hardware + Software,1
10500000.0,operating,CHN,Shanghai,2,2005-07-01,2008-01-01,2012,1,Health Care,1
5642292.0,operating,USA,Burlingame,2,2012-07-01,2012-07-02,2006,1,Analytics,1
1045040.0,operating,ESP,Barcelona,1,2012-10-22,2012-10-22,2012,1,E-Commerce,1
,operating,USA,Denver,1,2015-11-03,2015-11-03,2012,1,Software,3
7450000.0,operating,USA,North Billerica,2,2007-12-01,2008-06-26,2005,1,Clean Technology,1
2147092.0,operating,USA,North Brunswick,1,2011-10-21,2011-10-21,2004,1,Biotechnology,1
78700000.0,operating,USA,San Mateo,3,2012-01-01,2015-10-13,2012,1,Consumers,1
8700000.0,acquired,USA,Houston,2,2010-02-01,2012-05-01,2005,2,Biotechnology,1
10000000.0,acquired,USA,Newport Beach,1,2013-01-14,2013-01-14,2007,2,Software,1
8207450000.0,operating,USA,San Francisco,13,2009-08-01,2015-09-07,2009,1,Automotive,2
25000.0,closed,IND,Chandigarh,1,2007-01-05,2007-01-05,2007,0,Advertising,0
47000000.0,operating,USA,San Jose,2,2006-01-01,2007-04-17,1996,1,Consulting,1
875000.0,closed,USA,New York,1,2010-03-22,2010-03-22,2009,0,Curated Web,0
,closed,AUS,Brisbane,1,2011-05-01,2011-05-01,2011,0,Advertising,3
14600000.0,operating,USA,Palo Alto,3,2011-01-01,2014-07-10,2008,1,Enterprise Software,1
,operating,USA,Staten Island,1,2015-09-11,2015-09-11,2015,1,Medical,3
11300000.0,operating,USA,San Francisco,2,2004-05-13,2008-05-07,1998,1,Business Services,1
90000000.0,operating,AUS,Milton,1,2009-11-10,2009-11-10,2000,1,Clean Technology,1
4050000.0,operating,CAN,Toronto,3,2014-09-01,2015-07-23,2014,1,Apps,1
64873.0,operating,BGR,Sofia,2,2013-03-25,2013-06-01,2011,1,Games,0
,operating,USA,Huntsville,1,2015-03-09,2015-03-09,2012,1,Software,3
310000.0,operating,USA,Nashville,1,2010-05-12,2010-05-12,2009,1,Hardware + Software,0
680000.0,operating,USA,Mckinney,1,2013-04-17,2013-04-17,2013,1,Health and Wellness,0
3419051.0,operating,USA,Malvern,1,2013-12-04,2013-12-04,2012,1,Biotechnology,1
119500000.0,operating,USA,Menlo Park,4,2009-02-04,2015-07-13,2008,1,Software,2
12539293.0,operating,USA,Pittsburgh,5,2009-09-03,2012-05-10,1997,1,Semiconductors,1
16033882.1642302,closed,USA,Portland,2,2009-01-15,2011-05-10,2012,0,Hardware + Software,1
18000000.0,ipo,USA,Plano,3,2002-12-01,2004-04-01,2012,2,Semiconductors,1
97256127.0,ipo,USA,Brooklyn,8,2005-06-01,2014-05-22,2005,2,E-Commerce,1
5191392.0,acquired,USA,Pittsburgh,3,2009-06-06,2010-06-09,2000,2,Enterprise Software,1
700000.0,closed,USA,San Francisco,2,2010-01-01,2010-08-24,2008,0,Games,0
42500000.0,operating,USA,San Francisco,4,2008-07-15,2013-12-17,2007,1,Advertising Platforms,1
28301362.0,operating,USA,Sioux Falls,4,2012-02-29,2014-03-04,2000,1,Health Care,1
,operating,USA,San Francisco,1,2013-03-14,2013-03-14,2012,1,Environmental Innovation,3
113000000.0,operating,USA,Ladera Ranch,3,2014-01-01,2015-04-14,2010,1,Real Estate,2
38484.0,operating,ROM,Cluj,1,2013-04-03,2013-04-03,2012,1,Curated Web,0
50786834.0,operating,USA,Dedham,6,2009-07-29,2015-10-14,2007,1,Archiving,1
11432571.0,operating,USA,San Francisco,2,2015-01-22,2015-02-19,2012,1,Game,1
,operating,USA,San Francisco,1,2010-12-01,2010-12-01,2008,1,Music,3
388147.0,operating,IRL,Kilkenny,2,2009-12-31,2010-07-30,2009,1,Health and Wellness,0
43300000.0,operating,USA,San Bruno,3,2011-02-17,2015-09-10,2010,1,Content,1
30000000.0,operating,CHN,Beijing,2,2013-11-27,2014-09-19,2011,1,Delivery,1
5235670.0,operating,USA,San Francisco,2,2011-06-01,2012-05-07,2011,1,Advertising,1
1500000.0,operating,USA,Seattle,1,2015-02-02,2015-02-02,2014,1,Software,1
5118000.0,operating,USA,Boston,4,2012-11-28,2014-08-21,2012,1,Apps,1
530856468.0,ipo,USA,Mountain View,8,2009-10-01,2014-08-11,2009,2,Enterprise Software,2
42935019.0,operating,USA,Redwood City,4,2010-05-04,2014-02-25,2005,1,Manufacturing,1
2428125.0,operating,USA,San Diego,1,2015-08-25,2015-08-25,2013,1,Software,1
40000.0,operating,USA,San Francisco,1,2007-01-01,2007-01-01,2007,1,Advertising,0
103000000.0,operating,USA,San Mateo,4,2010-11-05,2013-04-01,2005,1,Games,2
500000.0,closed,POL,Warszawa,1,2007-03-01,2007-03-01,2009,0,Hardware + Software,0
22811685.0,operating,GBR,Cambridge,2,2003-08-01,2005-08-01,2012,1,Biotechnology,1
15000000.0,closed,USA,San Francisco,1,2002-11-01,2002-11-01,2012,0,Optical Communications,1
280000.0,operating,USA,Santa Monica,1,2007-10-15,2007-10-15,2005,1,Emerging Markets,0
1000000.0,operating,USA,San Francisco,1,2014-09-16,2014-09-16,2013,1,Customer Service,0
40000.0,operating,USA,San Francisco,1,2014-06-30,2014-06-30,2012,1,Elder Care,0
317000.0,operating,NLD,Amsterdam,3,2013-10-14,2014-03-01,2013,1,Mobile Commerce,0
441000.0,operating,GBR,Cwmbran,1,2010-06-01,2010-06-01,2005,1,Software,0
500000.0,operating,USA,Akron,2,2007-09-01,2010-06-30,2007,1,Energy,0
2785830.0,operating,USA,Atlanta,1,2012-04-11,2012-04-11,2012,1,Software,1
110000000.0,operating,USA,San Francisco,2,2014-02-18,2015-07-20,2012,1,Enterprises,2
12000000.0,closed,USA,New York,1,2009-12-08,2009-12-08,2012,0,Biotechnology,1
3200000.0,operating,USA,Kirkland,2,2011-12-19,2012-09-04,2012,1,Mobile,1
1136438.0,operating,GBR,London,1,2014-04-07,2014-04-07,2012,1,Software,1
,acquired,USA,Pasadena,1,2012-02-23,2012-02-23,2009,2,Enterprise Software,3
,operating,USA,San Francisco,1,2013-05-21,2013-05-21,2010,1,Manufacturing,3
5500000.0,operating,CHN,San Francisco,2,2004-02-01,2006-01-01,2004,1,Games,1
13460000.0,closed,GBR,Bath,2,2007-08-20,2008-05-01,2005,0,Personalization,1
4650000.0,acquired,USA,Washington,2,2001-05-01,2002-05-01,1998,2,Curated Web,1
25000.0,closed,GBR,London,1,2014-07-18,2014-07-18,2013,0,Subscription Businesses,0
,operating,USA,San Francisco,1,2015-03-16,2015-03-16,2013,1,Specialty Chemicals,3
850000.0,operating,USA,Emeryville,1,2015-08-11,2015-08-11,2012,1,Hardware + Software,0
50000.0,operating,USA,Savannah,1,2014-04-07,2014-04-07,2010,1,Biotechnology,0
40000.0,operating,ECU,Cuenca,2,2011-07-25,2012-05-24,2012,1,Information Technology,0
485000.0,operating,USA,Springfield,1,2015-06-04,2015-06-04,2013,1,Software,0
2600000.0,operating,USA,San Francisco,1,2014-01-14,2014-01-14,2013,1,Software,1
14700000.0,operating,FRA,Grenoble,2,2009-10-01,2011-11-25,2012,1,Biotechnology,1
1000000.0,operating,USA,Las Vegas,1,2011-04-28,2011-04-28,2010,1,Software,0
303570000.0,operating,NOR,Oslo,5,2006-11-07,2009-03-11,2012,1,Clean Technology,2
79955.0,operating,AUS,Sydney,2,2014-01-01,2014-08-05,2013,1,Craft Beer,0
